[1/11/23, 3:41:34 p. m.] Gen Filtrada: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Solo las personas en este chat pueden leerlos, escucharlos o compartirlos.
[1/11/23, 3:41:34 p. m.] Venegas: ‎Venegas creó este grupo.
‎[10/6/24, 8:09:22 p. m.] Javier Hernández: ‎imagen omitida
[10/6/24, 8:09:33 p. m.] Javier Hernández: Mañana toca ir en panga
[10/6/24, 8:10:48 p. m.] Marco Guardia: hoy otra vez??? 
o es del otro día?
[10/6/24, 8:10:57 p. m.] Corella: De hoy jajajaja
[10/6/24, 8:11:04 p. m.] Felix: Hoy estuvo peor
[10/6/24, 8:11:06 p. m.] Marco Guardia: pero si ni llovió tanto
[10/6/24, 8:11:23 p. m.] Marco Guardia: que ascó meco 
se robaron la plata
[10/6/24, 8:11:30 p. m.] Venegas: ???
[10/6/24, 8:11:31 p. m.] Javier Hernández: Mae eso es de hoy, de hecho ese carro quedó completamente sumergido y el mae tuvo que ponerse de pie en el techo
[10/6/24, 8:11:33 p. m.] Venegas: De qué habla mi bro
[10/6/24, 8:11:41 p. m.] Venegas: Si llovió un pichazo después de COntin
[10/6/24, 8:11:44 p. m.] Venegas: Contin***
[10/6/24, 8:11:51 p. m.] Sofía Bocker: Jamáss
[10/6/24, 8:11:55 p. m.] Venegas: XD
[10/6/24, 8:12:15 p. m.] Venegas: Estuvo en la U de 5 a 6?
[10/6/24, 8:14:59 p. m.] Gustavo Amador: a que hora?
[10/6/24, 8:17:35 p. m.] Dixon Montero: Mae se cayó un valdazo como a las 4
[10/6/24, 8:17:36 p. m.] Venegas: Esa foto dice
[10/6/24, 8:17:39 p. m.] Venegas: 6:48
[10/6/24, 8:17:43 p. m.] Venegas: Pero de 5 a 6
[10/6/24, 8:17:50 p. m.] Venegas: Se vino un ras pichazo de agua
[10/6/24, 8:18:12 p. m.] Venegas: De hecho hasta me arrepiento de haberle de vuelto las sombrillas al playo de Juanpa y santi XDDDDD
[10/6/24, 8:18:19 p. m.] Juan Pablo M.: JAJAJA
[10/6/24, 8:18:24 p. m.] Juan Pablo M.: que dicha que no fui a Compu
‎[10/6/24, 8:19:10 p. m.] Venegas: ‎sticker omitido
‎[10/6/24, 8:54:51 p. m.] Gustavo Amador: ‎Video omitido
[11/6/24, 2:11:50 a. m.] Dixon Montero: Mi pregunta es si el agua llegaba hasta donde llegaba no afectó la parte de derecho?
[11/6/24, 8:10:25 a. m.] Luis Fer Amey: Tuvo que haberse metido ahí a algunas zonas de la u, solo que no le dieron tanto enfoque
[11/6/24, 8:12:37 a. m.] Gustavo Amador: Al edificio puramente no... aunque no parezca si está bastante alto
[11/6/24, 9:32:51 a. m.] Venegas: Mae había un lodazal
[11/6/24, 9:32:55 a. m.] Venegas: 🙃🙃🙃🙃
[11/6/24, 9:33:10 a. m.] Venegas: Tony casi se despicha XD, desgraciadamente tuvimos que pasar por ahí
‎[11/6/24, 9:33:13 a. m.] Venegas: ‎sticker omitido
‎[11/6/24, 9:34:12 a. m.] Anthony: ‎sticker omitido
‎[11/6/24, 9:34:31 a. m.] Venegas: ‎imagen omitida
[11/6/24, 9:34:33 a. m.] Adrian: Y no estaba yo para atraparlo entre mis brazos 😔
[11/6/24, 9:36:18 a. m.] Gustavo Amador: Que estafa entrar el 12
[11/6/24, 9:36:33 a. m.] Venegas: Salimos cuánd
[11/6/24, 9:36:38 a. m.] Venegas: cuàndo?*
[11/6/24, 9:36:43 a. m.] Venegas: El 7 de Julio
[11/6/24, 9:36:44 a. m.] Venegas: No?
[11/6/24, 9:36:46 a. m.] Venegas: Por ahí
[11/6/24, 9:36:48 a. m.] Gustavo Amador: 15 creo (sin contar ampli)
‎[11/6/24, 9:36:54 a. m.] Venegas: ‎sticker omitido
[11/6/24, 9:37:13 a. m.] Venegas: Ok, de estadística salimos el 4
De conti salimos esa semana,
de Estocasticos?
[11/6/24, 9:37:37 a. m.] Venegas: Cuándo es lo último de herramientas?
[11/6/24, 9:37:53 a. m.] Gustavo Amador: mentira
[11/6/24, 9:37:56 a. m.] Gustavo Amador: Salimos el 12
[11/6/24, 9:38:00 a. m.] Gustavo Amador: de herramientas
[11/6/24, 9:38:15 a. m.] Gustavo Amador: todo bien 👍
[11/6/24, 9:38:25 a. m.] Venegas: Tons un mes pa
‎[11/6/24, 9:38:29 a. m.] Venegas: ‎sticker omitido
‎[11/6/24, 9:38:41 a. m.] Gustavo Amador: ‎sticker omitido
[11/6/24, 9:40:42 a. m.] Adrian: Yo salgo como el 32 de diciembre con las 10 ampliaciones que me voy a tirar 😈. Igual tengo 2 años sin tener vacaciones
[11/6/24, 9:40:58 a. m.] Adrian: Mis vacaciones son el semestre 🥵
[11/6/24, 9:42:48 a. m.] Venegas: Ste carepicha😂😂😂😂
[11/6/24, 9:57:11 a. m.] Javier Hernández: Qué lindo regalo de cumpleaños! 🥳
✨La guía de horarios ✨
@50685670529 jajaja
[11/6/24, 9:58:04 a. m.] Luis Fer Amey: Si verdad! 🥳
[11/6/24, 6:07:13 p. m.] Ashley Padilla: Ahora si
‎[11/6/24, 6:07:16 p. m.] Ashley Padilla: ‎sticker omitido
[14/6/24, 6:25:09 p. m.] Corella: ‎Se eliminó este mensaje.
‎[14/6/24, 7:12:28 p. m.] Corella: DOC-20240613-WA0000. • ‎4 páginas ‎documento omitido
[17/6/24, 11:15:25 a. m.] Venegas: "Viene para acá los payasos" - Maikol 2024🤑👌🏻😂
[17/6/24, 11:15:29 a. m.] Venegas: 😂😂😂😂
[17/6/24, 11:15:59 a. m.] Adrian: Playo pero usted ya está aquí(???
[17/6/24, 11:16:12 a. m.] Venegas: Fabi no😔👌🏻
[17/6/24, 4:46:46 p. m.] Marco Guardia: Hoy vence el pago de la U, por si a alguno se le ha olvidado pagar
‎[18/6/24, 3:44:06 p. m.] Ashley Padilla: ‎sticker omitido
‎[18/6/24, 3:49:22 p. m.] Juan Pablo M.: ‎sticker omitido
‎[18/6/24, 4:12:38 p. m.] Adrian: ‎sticker omitido
‎[18/6/24, 4:13:35 p. m.] Nay: ‎sticker omitido
‎[18/6/24, 4:13:47 p. m.] Sofía Bocker: ‎sticker omitido
‎[18/6/24, 4:13:57 p. m.] Gerard: ‎sticker omitido
‎[18/6/24, 4:15:25 p. m.] Venegas: ‎sticker omitido
[18/6/24, 6:04:55 p. m.] Venegas: Éxitos en Herramientas gente
[18/6/24, 9:33:39 p. m.] Luis Fer Amey: Reculeada nos pegaron
[18/6/24, 9:34:00 p. m.] Juan Pablo M.: x2
[18/6/24, 9:34:05 p. m.] Juan Pablo M.: fuimos este:
[18/6/24, 9:34:05 p. m.] Ashley Padilla: Same
‎[18/6/24, 9:34:06 p. m.] Juan Pablo M.: ‎sticker omitido
[18/6/24, 9:34:09 p. m.] Ashley Padilla: Si hicimos el papel
‎[18/6/24, 9:34:42 p. m.] Felix: ‎sticker omitido
[19/6/24, 5:18:53 p. m.] Eyeri: ‎Cambió tu código de seguridad con Eyeri.
[20/6/24, 3:03:22 p. m.] Venegas: https://historico.semanariouniversidad.com/opinion/corrupcin-en-la-ccss-llega-a-la-oit/
[20/6/24, 5:07:55 p. m.] Dixon Montero: Maes al final como había quedado el horario para el siguiente semestre??
‎[20/6/24, 5:13:53 p. m.] Venegas: ‎imagen omitida
[20/6/24, 5:13:57 p. m.] Venegas: Así, pero sin Herramientas ustedes
[20/6/24, 5:14:01 p. m.] Venegas: Malparidos
[20/6/24, 5:14:19 p. m.] Venegas: Miércoles virtual
[20/6/24, 5:14:53 p. m.] Venegas: En el anterior, numérico estaba a la 1, pero en el nuevo horario que pasaron en la AEMA hubo cambios
[20/6/24, 5:14:55 p. m.] Venegas: y quedó así
[20/6/24, 5:15:01 p. m.] Venegas: Sino me creen lo pueden ir a buscar
[20/6/24, 5:24:44 p. m.] Dixon Montero: Gracias por sapo❤️
‎[20/6/24, 5:25:07 p. m.] Venegas: ‎sticker omitido
[20/6/24, 5:26:56 p. m.] Dixon Montero: Solo el miércoles no eran dos días?
[20/6/24, 5:27:16 p. m.] Dixon Montero: 🧐
[20/6/24, 5:27:57 p. m.] Venegas: Las dos son virtuales ese día
‎[22/6/24, 10:54:30 a. m.] Corella: ‎imagen omitida
[22/6/24, 1:07:31 p. m.] Ashley Padilla: ‎Se eliminó este mensaje.
[22/6/24, 1:08:43 p. m.] Ashley Padilla: Uy aquí no era
[22/6/24, 1:08:44 p. m.] Ashley Padilla: Jajajajaj
[22/6/24, 1:08:46 p. m.] Ashley Padilla: Perdón
[22/6/24, 1:24:10 p. m.] Dixon Montero: Jajajaja ni modo
‎[24/6/24, 10:06:40 a. m.] Ashley Padilla: ‎sticker omitido
‎[24/6/24, 10:06:48 a. m.] Nay: ‎sticker omitido
‎[24/6/24, 10:06:49 a. m.] Javier Hernández: ‎sticker omitido
‎[24/6/24, 10:06:52 a. m.] Juan Pablo M.: ‎sticker omitido
‎[24/6/24, 10:06:56 a. m.] Venegas: ‎sticker omitido
‎[24/6/24, 10:07:13 a. m.] Corella: ‎sticker omitido
‎[24/6/24, 10:07:28 a. m.] Gustavo Amador: ‎sticker omitido
‎[25/6/24, 3:05:57 p. m.] Dixon Montero: ‎imagen omitida
‎[25/6/24, 3:07:05 p. m.] Alejandro Brenes: ‎imagen omitida
‎[27/6/24, 9:26:56 a. m.] Venegas: ‎sticker omitido
[27/6/24, 9:26:57 a. m.] Venegas: No hubo
[27/6/24, 9:27:01 a. m.] Venegas: Y Pd: Cadena de oracion
‎[27/6/24, 9:27:04 a. m.] Venegas: ‎sticker omitido
‎[27/6/24, 9:27:10 a. m.] Juan Pablo M.: ‎sticker omitido
‎[27/6/24, 9:27:28 a. m.] Nay: ‎sticker omitido
‎[27/6/24, 9:27:45 a. m.] Ashley Padilla: ‎sticker omitido
‎[27/6/24, 9:28:36 a. m.] Javier Hernández: ‎sticker omitido
[27/6/24, 10:01:11 a. m.] Venegas: Ni porque me caen mal, me sabe rico
Mala nota rajado
[27/6/24, 10:01:22 a. m.] Juan Pablo M.: "di no"
[27/6/24, 10:01:25 a. m.] Venegas: Se los culió y feo
[27/6/24, 10:01:26 a. m.] Venegas: 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️
[27/6/24, 10:01:29 a. m.] Venegas: Manda huevo
[27/6/24, 10:02:01 a. m.] Venegas: Señor denme críticas para saberme defender en un futuro de exactamente las mismas críticas
[27/6/24, 10:04:40 a. m.] Gustavo Amador: Corella tiene una opción
‎[27/6/24, 10:05:10 a. m.] Corella: ‎imagen omitida
[27/6/24, 10:05:16 a. m.] Corella: Y desde la página creo que si se puede pedir express
[27/6/24, 10:05:53 a. m.] Ashley Padilla: Esto está muy bien
[27/6/24, 10:06:29 a. m.] Gustavo Amador: Es el mismo precio que ready pizza
[27/6/24, 10:06:33 a. m.] Gustavo Amador: solo que mejor xd
[27/6/24, 10:07:49 a. m.] Venegas: AK7
[27/6/24, 11:24:48 a. m.] ~ Paula 🐨: Venegas saquese el pito de la boca
[27/6/24, 11:25:26 a. m.] Venegas: JAJAJAJAJA
[27/6/24, 11:25:28 a. m.] Venegas: Lo siento
[27/6/24, 11:25:32 a. m.] Venegas: Tony se vino espeso hoy
[27/6/24, 11:25:35 a. m.] Venegas: ☠️
[27/6/24, 5:53:43 p. m.] Javier Hernández: Alguien ya pudo subir el trabajo a Kérwá?
[27/6/24, 5:53:50 p. m.] Javier Hernández: Y encontrarlo después?
[27/6/24, 5:54:02 p. m.] Dixon Montero: Nop
[27/6/24, 5:54:10 p. m.] Dixon Montero: Yo todavía no entiendo como se hace
[27/6/24, 5:54:26 p. m.] Fabian Brenes: No van a poder encontrarlo
[27/6/24, 5:54:40 p. m.] Fabian Brenes: La vicerrectoria de investigación tiene que aceptarlo antes de que se haga público
[27/6/24, 5:54:54 p. m.] Javier Hernández: Queda en submitted?
[27/6/24, 5:54:57 p. m.] Fabian Brenes: Yo le voy a mandar un ss a maikol de que lo subí y ya
[27/6/24, 5:55:10 p. m.] Fabian Brenes: Por el momento
[27/6/24, 5:55:50 p. m.] Javier Hernández: Ok si, porque entonces Maikol no va a poder acceder con el link
[27/6/24, 5:58:16 p. m.] Venegas: Aaaaaah Maikol mamón
[27/6/24, 5:58:21 p. m.] Venegas: Con razón yo dije
[27/6/24, 5:58:32 p. m.] Venegas: Qué raro que solo se pueda subir
[27/6/24, 5:59:07 p. m.] Juan Pablo M.: al menos los dejó subir algo, ya no sale nada
‎[27/6/24, 5:59:10 p. m.] Juan Pablo M.: ‎sticker omitido
‎[27/6/24, 5:59:28 p. m.] Venegas: ‎sticker omitido
‎[27/6/24, 6:46:49 p. m.] Venegas: ‎imagen omitida
[27/6/24, 6:46:52 p. m.] Venegas: Yo si me le quedo a Maikol
[27/6/24, 6:46:55 p. m.] Venegas: voy a ser
[30/6/24, 10:30:35 p. m.] Venegas: Éxitos y suerte mañana!!!
Like los que se van a desvelar
‎[30/6/24, 10:30:37 p. m.] Venegas: ‎sticker omitido
[1/7/24, 4:24:49 a. m.] Venegas: Yo sé que muchos andan despiertos
[1/7/24, 4:24:52 a. m.] Venegas: Así qué buenos días
[1/7/24, 4:25:01 a. m.] Venegas: *CADENA DE ORACIÓN*
‎[1/7/24, 4:25:03 a. m.] Javier Hernández: ‎sticker omitido
‎[1/7/24, 4:25:04 a. m.] Venegas: ‎sticker omitido
‎[1/7/24, 4:25:07 a. m.] Javier Hernández: ‎sticker omitido
‎[1/7/24, 4:25:08 a. m.] Juan Pablo M.: ‎sticker omitido
‎[1/7/24, 4:25:11 a. m.] Ashley Padilla: ‎sticker omitido
‎[1/7/24, 4:25:11 a. m.] Gustavo Amador: ‎sticker omitido
‎[1/7/24, 4:25:12 a. m.] Nay: ‎sticker omitido
‎[1/7/24, 4:25:17 a. m.] Sofía Bocker: ‎sticker omitido
[1/7/24, 7:47:21 p. m.] Javier Hernández: Hey! Por si acaso, hoy abrió la prematrícula del TCU del segundo semestre, cierra el miércoles
[1/7/24, 7:53:13 p. m.] Venegas: Gracias hermano
‎[2/7/24, 4:28:11 p. m.] Venegas: ‎imagen omitida
[2/7/24, 5:47:30 p. m.] Dixon Montero: Yo en estadística
[3/7/24, 8:56:53 a. m.] Anthony: Ya Johnatan subió las notas a MV
‎[4/7/24, 5:59:21 a. m.] Venegas: SedeRodrigoFacio2-2024.pdf • ‎283 páginas ‎documento omitido
[4/7/24, 9:06:03 a. m.] Dixon Montero: A las 10 eran las notas de estadística verdad?
[4/7/24, 9:08:01 a. m.] Felix: Si
[4/7/24, 4:17:31 p. m.] Nay: ‎Cambió tu código de seguridad con Nay.
[5/7/24, 12:46:20 p. m.] Fabian Brenes: Buenas chiquillos, como saben los que fueron ayer maikol quiere hacer otra mejenga
[5/7/24, 12:46:36 p. m.] Corella: Siii
[5/7/24, 12:46:39 p. m.] Fabian Brenes: El profe propone el miércoles de 5 a 7 o el viernes de 6 a 7
‎[5/7/24, 12:46:40 p. m.] Corella: ‎sticker omitido
[5/7/24, 12:46:42 p. m.] Venegas: Todavía no lo puedo quebrar
[5/7/24, 12:46:46 p. m.] Venegas: Me tiene que dar herramientas
[5/7/24, 12:46:48 p. m.] Corella: Creo que viernes queda mejor
[5/7/24, 12:46:49 p. m.] Venegas: Se salvó el perro
[5/7/24, 12:47:01 p. m.] Fabian Brenes: Voy a hacer una votación
[5/7/24, 12:47:55 p. m.] Fabian Brenes: ‎ENCUESTA:
Partidito
‎OPCIÓN: Miércoles de 5 a 7 (4 votos)
‎OPCIÓN: Viernes 6 a 7 (5 votos)
‎[5/7/24, 4:52:13 p. m.] Javier Hernández: ‎sticker omitido
[6/7/24, 8:38:27 a. m.] Anthony: https://www.instagram.com/p/C9DZyUayrJ2/?igsh=cmQzcWUyM3hqamZn
[6/7/24, 5:36:08 p. m.] Corella: Uy gente, de levantamiento de requisitos aún no hay nada todavía?
[6/7/24, 7:22:20 p. m.] Gustavo Amador: ni idea la verdad
[6/7/24, 7:27:44 p. m.] Anthony: Creo que eso es mejor preguntarle a Juanga directo
[6/7/24, 7:39:45 p. m.] Venegas: Ya lo hice
[6/7/24, 7:39:49 p. m.] Venegas: No ha respondido
[6/7/24, 7:39:55 p. m.] Venegas: Apenas me responda, les aviso
[6/7/24, 7:41:12 p. m.] Corella: Gracias!
[6/7/24, 7:42:42 p. m.] Fabian Brenes: Gente dice maikol que si se puede el miércoles la mejenga
[6/7/24, 7:42:50 p. m.] Fabian Brenes: Que los profes el viernes se les complica
[6/7/24, 7:43:13 p. m.] Fabian Brenes: ‎ENCUESTA:
Mejenga
‎OPCIÓN: Dele viaje (8 votos)
‎OPCIÓN: No puedo (0 votos)
[6/7/24, 8:42:51 p. m.] Venegas: el 15
[6/7/24, 8:42:56 p. m.] Venegas: dijo juangagod
[6/7/24, 8:43:02 p. m.] Corella: Gracias!
‎[6/7/24, 8:46:00 p. m.] Javier Hernández: ‎sticker omitido
[6/7/24, 9:33:27 p. m.] Fabian Brenes: Porfa contesten esto jaja o si van a llevar a alguien avisen, si llegamos a 10 ya se arma jaja
[6/7/24, 9:40:35 p. m.] Javier Hernández: Hay que decirle al mae de maestría
[6/7/24, 9:40:42 p. m.] Javier Hernández: Ese mae de fijo va ‎<Se editó este mensaje.>
[6/7/24, 10:23:46 p. m.] Corella: Yo llevo a uno probablemente
[6/7/24, 10:24:06 p. m.] Corella: Compilla de actuariales
‎[6/7/24, 10:25:35 p. m.] Venegas: ‎sticker omitido
[9/7/24, 6:08:52 p. m.] Fabian Brenes: al final el partido se va a hacer aquí https://www.google.com/maps/place/Futbol5+Cedros/@9.9410302,-84.0314747,18z/data=!4m6!3m5!1s0x8fa0e4087fe42617:0x4a8890ac7614bd3f!8m2!3d9.9409064!4d-84.0272549!16s%2Fg%2F1vrqbpvs?entry=ttu
[9/7/24, 6:09:00 p. m.] Fabian Brenes: Mañana a las 5!!
‎[10/7/24, 11:59:01 a. m.] Javier Hernández: ‎Video omitido
[10/7/24, 11:59:41 a. m.] Javier Hernández: ‎Se eliminó este mensaje.
‎[10/7/24, 12:00:14 p. m.] Javier Hernández: ‎sticker omitido
[10/7/24, 2:15:46 p. m.] Javier Hernández: Quienes vamos hoy? Le dijeron a Jordy?
[10/7/24, 2:18:29 p. m.] Corella: Yo
[10/7/24, 2:18:35 p. m.] Corella: Y mi pana
‎[10/7/24, 2:18:52 p. m.] Venegas: ‎sticker omitido
[10/7/24, 2:19:51 p. m.] Corella: Jajajaja
[10/7/24, 2:24:03 p. m.] Venegas: ‎Se eliminó este mensaje.
[10/7/24, 3:27:24 p. m.] Gustavo Amador: Algunos van a salir de la u, para la mejenga?
[10/7/24, 5:22:11 p. m.] Fabian Brenes: Eyyy donde están😫😫
[10/7/24, 5:22:27 p. m.] Fabian Brenes: Y mis jugadores?
‎[10/7/24, 5:24:16 p. m.] Felix: ‎sticker omitido
‎[10/7/24, 5:25:18 p. m.] Gerard: ‎sticker omitido
[10/7/24, 5:35:13 p. m.] Venegas: Dónde era?
[10/7/24, 5:35:16 p. m.] Venegas: No pasaron ubica
[10/7/24, 5:35:18 p. m.] Venegas: Ya andaba en la U
[10/7/24, 5:35:23 p. m.] Venegas: Usted no va?
[10/7/24, 5:36:45 p. m.] Felix: No
[10/7/24, 7:51:34 p. m.] Javier Hernández: Los odio por no ir, nos dieron por la nuca, hoy pagamos lo que no pagamos la vez pasada
‎[10/7/24, 7:51:36 p. m.] Javier Hernández: ‎sticker omitido
[10/7/24, 7:51:51 p. m.] Gerard: Jajajaja
‎[10/7/24, 7:52:00 p. m.] Gerard: ‎sticker omitido
[10/7/24, 7:52:05 p. m.] Ashley Padilla: Tan mal les fue?
‎[10/7/24, 7:52:13 p. m.] Felix: ‎sticker omitido
[10/7/24, 7:52:32 p. m.] Javier Hernández: 4.000 del alma fueron 😪
[10/7/24, 7:52:37 p. m.] Javier Hernández: Ganamos el primero
[10/7/24, 7:52:42 p. m.] Ashley Padilla: Ahhh por la plata jajajaj ‎<Se editó este mensaje.>
[10/7/24, 7:52:58 p. m.] Ashley Padilla: Wow muy bien
‎[10/7/24, 7:53:07 p. m.] Javier Hernández: ‎sticker omitido
[16/7/24, 7:32:31 a. m.] Venegas: Feliz cumple @50685670529 @50672838648
[16/7/24, 7:32:34 a. m.] Venegas: SEXOOOO
‎[16/7/24, 7:32:43 a. m.] Venegas: ‎sticker omitido
‎[16/7/24, 7:34:29 a. m.] Venegas: ‎imagen omitida
‎[16/7/24, 7:36:40 a. m.] Javier Hernández: ‎sticker omitido
[16/7/24, 7:37:01 a. m.] Javier Hernández: Muchas gracias mae!! 🥳
‎[16/7/24, 7:38:37 a. m.] Luis Fer Amey: ‎sticker omitido
[16/7/24, 7:38:57 a. m.] Luis Fer Amey: Gracias bro!! 😊
[17/7/24, 9:20:47 a. m.] Dixon Montero: No han subido fecha para levantamiento de requisitos?
[17/7/24, 9:21:06 a. m.] Ashley Padilla: Ya mandaron el correo, hasta viernes hay tiempo
[17/7/24, 9:21:16 a. m.] Dixon Montero: Gracias
[18/7/24, 9:07:33 a. m.] Venegas: Gente
[18/7/24, 9:08:04 a. m.] Venegas: Juanga ya me dijo que lo de Numérico está raro, entonces llamó al CEA, no sé qué es eso, pero que cuando le resuelvan, me avisa
[18/7/24, 9:08:56 a. m.] Venegas: Segundo, matriculen los cursos que pueden matricular, normal
Que luego vemos que pasa con numérico
Lo de matricular es por cuestiones de beca más que todo
[18/7/24, 9:09:29 a. m.] Venegas: Y me dijo que porfa, que hagan la solicitud de levantamiento de requisitos de Numérico, esto como para él tenerlos en el mapa (me dijo)
[18/7/24, 9:46:05 a. m.] Marco Guardia: Todos tenemos que hacerlo?
[18/7/24, 9:46:15 a. m.] Venegas: El levantamiento?
[18/7/24, 9:46:21 a. m.] Marco Guardia: el de numerico
[18/7/24, 9:46:27 a. m.] Marco Guardia: como requiere ecuaciones o algo así
[18/7/24, 9:46:46 a. m.] Venegas: No no, nosotros no tenemos ese requisito de ecuas
eso es para la gente de Mate Pura
[18/7/24, 9:46:53 a. m.] Venegas: Pero si dijo que porfa lo hagamos
[18/7/24, 9:47:06 a. m.] Marco Guardia: jajajaja
‎[18/7/24, 9:47:21 a. m.] Venegas: ‎imagen omitida
[18/7/24, 9:47:23 a. m.] Marco Guardia: o sea lleno el forms igualmente
[18/7/24, 9:47:27 a. m.] Venegas: Yup
[18/7/24, 9:47:32 a. m.] Marco Guardia: ok gracias
[18/7/24, 9:47:38 a. m.] Venegas: Oka oka, de nada bro
‎[18/7/24, 9:47:40 a. m.] Venegas: ‎sticker omitido
[19/7/24, 12:27:03 p. m.] Anthony: Gente, levantamiento de requisitos es hasta hoy a las 4 por cualquier cosa
‎[19/7/24, 12:27:57 p. m.] Javier Hernández: ‎imagen omitida
[19/7/24, 12:29:13 p. m.] ~ Jeremy: Ese numérico !?!
[19/7/24, 12:29:45 p. m.] Javier Hernández: Sí
[19/7/24, 12:33:26 p. m.] ~ Jeremy: Gracias
‎[22/7/24, 12:37:56 a. m.] Venegas: ‎imagen omitida
‎[22/7/24, 9:06:44 a. m.] Dixon Montero: ‎imagen omitida
[26/7/24, 10:36:45 a. m.] Dixon Montero: Maes ya vieron que abrieron otro de análisis
[30/7/24, 7:56:54 p. m.] ~ Dominick Rodríguez Trejos: ‎Cambió tu código de seguridad con ‪+506 8708 0725‬.
[31/7/24, 3:14:52 p. m.] Venegas: Gente!
[31/7/24, 3:15:00 p. m.] Venegas: Consulta, ustedes qué numérico planean llevar?
[31/7/24, 3:15:10 p. m.] Venegas: El del horario de la 1 o el horario de las 4?
‎[31/7/24, 3:15:12 p. m.] Venegas: ‎sticker omitido
[31/7/24, 3:15:20 p. m.] Venegas: @50685670529 Vos cerras el hocico ‎<Se editó este mensaje.>
[31/7/24, 3:15:24 p. m.] Juan Pablo M.: Juanga da ambos?
‎[31/7/24, 3:15:29 p. m.] Venegas: ‎sticker omitido
[31/7/24, 3:15:33 p. m.] Ashley Padilla: Si
[31/7/24, 3:15:35 p. m.] Gerard: X2
[31/7/24, 3:15:35 p. m.] Venegas: Está en veremos aún
[31/7/24, 3:15:37 p. m.] Venegas: No
[31/7/24, 3:15:38 p. m.] Luis Fer Amey: Y
[31/7/24, 3:15:39 p. m.] Gerard: Ooo
[31/7/24, 3:15:40 p. m.] Venegas: Aún no se sabe
[31/7/24, 3:15:43 p. m.] Venegas: Mamones
[31/7/24, 3:15:44 p. m.] Juan Pablo M.: decídanse
[31/7/24, 3:15:49 p. m.] Juan Pablo M.: bueno, el que de juanga
[31/7/24, 3:15:50 p. m.] Ashley Padilla: Hasta el momento si
